,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,remotework
1009,57,No,non-travel,1974.0,desconocido,4,4,desconocido,1,1010,4,False,246.7,3,5,manager,1,divorced,15943.72,41453.67,4,No,13,3.0,4,full time,1,28.0,2,3.0,5,4,2,15943.72,1967,191324.62,desconocido,True
1010,46,No,non-travel,290.0,research & development,7,3,medical,1,1011,1,False,36.3,3,1,research scientist,3,desconocido,2342.59,6090.75,4,Yes,19,3.0,3,part time,1,,2,,3,0,2,2342.59,1978,28111.13,research scientist  -  research & development,False
1011,21,No,travel_rarely,290.0,desconocido,3,3,desconocido,1,1012,1,True,36.3,2,1,laboratory technician,3,single,2342.59,6090.75,1,Desconocido,12,3.0,1,part time,0,2.0,2,2.0,2,1,2,2342.59,2003,28111.13,desconocido,False
1012,51,No,travel_frequently,1582.8,desconocido,2,3,desconocido,1,1013,4,False,197.8,3,4,manager,1,desconocido,12783.92,33238.2,2,No,22,4.0,3,full time,1,,3,,2,2,2,12783.92,1973,153407.07,desconocido,True
1013,47,No,non-travel,1968.7,desconocido,15,2,life sciences,1,1014,4,True,246.1,3,5,research director,2,desconocido,,41342.17,5,Desconocido,11,3.0,1,full time,1,25.0,2,3.0,4,0,3,,1977,190810.0,desconocido,True
1014,33,No,non-travel,283.0,desconocido,13,3,other,1,1015,3,False,35.4,2,1,laboratory technician,2,married,,5943.17,1,No,20,4.0,3,part time,1,2.0,2,3.0,2,2,2,,1991,27430.0,desconocido,False
1015,36,No,non-travel,1032.5,desconocido,8,2,desconocido,1,1016,3,False,129.1,2,3,sales executive,4,married,8339.32,21682.23,4,Desconocido,11,3.0,2,part time,1,16.0,6,2.0,13,4,12,8339.32,1988,100071.84,desconocido,True
1016,30,No,non-travel,387.9,desconocido,1,3,life sciences,1,1017,1,False,48.5,3,1,research scientist,4,divorced,3133.33,8146.67,1,No,15,3.0,1,full time,3,3.0,5,,3,1,2,3133.33,1994,37600.0,desconocido,False
1017,22,Yes,travel_frequently,290.0,desconocido,10,2,desconocido,1,1018,1,False,36.3,2,1,laboratory technician,3,desconocido,2342.59,6090.75,1,Desconocido,20,4.0,3,full time,0,2.0,2,1.0,2,2,2,2342.59,2002,,desconocido,False
1018,35,No,travel_rarely,468.2,desconocido,2,3,marketing,1,1019,3,False,58.5,3,2,sales executive,1,desconocido,3781.67,9832.33,0,Desconocido,12,3.0,4,part time,0,4.0,3,3.0,3,0,2,3781.67,1989,45380.0,desconocido,True
1019,29,No,non-travel,290.0,desconocido,1,4,medical,1,1020,4,True,36.3,3,1,laboratory technician,3,single,2342.59,6090.75,0,Yes,11,3.0,3,part time,0,,2,2.0,4,0,2,2342.59,1995,28111.13,desconocido,True
1020,36,No,travel_rarely,290.0,desconocido,6,1,life sciences,1,1021,3,True,36.3,3,1,research scientist,3,married,2342.59,6090.75,0,Yes,14,,4,part time,0,4.0,3,3.0,3,2,2,2342.59,1988,28111.13,desconocido,False
1021,29,No,travel_frequently,399.0,desconocido,2,3,life sciences,1,1022,4,True,49.9,2,1,laboratory technician,4,married,,8378.5,1,Desconocido,12,3.0,2,full time,1,,2,3.0,2,2,2,,1995,38670.0,desconocido,True
1022,29,No,travel_rarely,214.6,desconocido,1,3,technical degree,1,1023,4,True,26.8,3,1,research scientist,1,single,1733.33,4506.67,2,Desconocido,11,3.0,2,part time,0,5.0,2,2.0,3,1,2,1733.33,1995,20800.0,desconocido,True
1023,26,No,non-travel,216.3,research & development,1,3,medical,1,1024,4,False,27.0,3,1,research scientist,2,single,,4541.33,1,Desconocido,18,3.0,4,part time,0,,3,2.0,2,2,1,,1998,20960.0,research scientist  -  research & development,False
1024,59,No,non-travel,290.0,desconocido,23,4,life sciences,1,1025,1,True,36.3,3,1,research scientist,3,desconocido,2342.59,6090.75,1,Desconocido,12,3.0,4,part time,2,,3,3.0,2,2,2,2342.59,1965,28111.13,desconocido,False
1025,40,Yes,non-travel,402.8,desconocido,23,3,medical,1,1026,3,True,50.3,3,1,research scientist,1,single,3253.33,8458.67,0,Desconocido,13,3.0,1,full time,0,6.0,2,3.0,5,0,3,3253.33,1984,39040.0,desconocido,False
1026,31,No,travel_rarely,477.4,desconocido,6,3,technical degree,1,1027,1,False,59.7,2,2,laboratory technician,4,married,3855.83,10025.17,0,No,12,3.0,1,full time,1,10.0,6,3.0,9,6,7,3855.83,1993,46270.0,desconocido,True
1027,51,No,non-travel,1582.8,desconocido,46,3,life sciences,1,1028,4,False,197.8,3,4,research director,1,marreid,12783.92,33238.2,4,Desconocido,11,3.0,2,full time,0,,2,,3,1,2,12783.92,1973,153407.07,desconocido,False
1028,42,No,non-travel,556.3,desconocido,10,2,medical,1,1029,3,True,69.5,1,2,sales executive,2,single,,11681.39,1,No,13,3.0,1,part time,0,19.0,4,3.0,19,11,9,,1982,53914.11,desconocido,False
1029,32,Yes,non-travel,237.5,desconocido,1,3,desconocido,1,1030,4,False,29.7,3,1,sales representative,2,desconocido,1918.33,4987.67,1,Yes,11,3.0,1,part time,0,,2,4.0,3,2,2,1918.33,1992,23020.0,desconocido,False
1030,45,Yes,non-travel,290.0,desconocido,3,3,life sciences,1,1031,1,True,36.3,3,1,laboratory technician,1,desconocido,2342.59,6090.75,4,No,12,,3,full time,0,10.0,4,4.0,3,1,2,2342.59,1979,,desconocido,True
1031,41,No,non-travel,290.0,research & development,16,2,desconocido,1,1032,3,True,36.3,3,1,research scientist,3,divorced,2342.59,6090.75,9,No,16,3.0,2,full time,1,6.0,0,3.0,4,0,0,2342.59,1983,,research scientist  -  research & development,True
1032,26,No,travel_rarely,290.0,research & development,19,1,medical,1,1033,4,True,36.3,3,1,laboratory technician,4,married,2342.59,6090.75,3,Desconocido,11,3.0,3,part time,3,,6,2.0,3,1,2,2342.59,1998,28111.13,laboratory technician  -  research & development,True
1033,41,No,travel_rarely,290.0,desconocido,1,4,life sciences,1,1034,2,True,36.3,3,1,laboratory technician,2,desconocido,2342.59,6090.75,3,No,22,4.0,3,part time,1,7.0,3,3.0,4,0,3,2342.59,1983,28111.13,desconocido,True
1034,52,No,travel_rarely,1582.8,desconocido,11,2,technical degree,1,1035,4,False,197.8,2,4,manufacturing director,2,desconocido,12783.92,33238.2,3,No,16,3.0,2,full time,0,,1,2.0,5,0,3,12783.92,1972,153407.07,desconocido,False
1035,28,No,travel_frequently,523.2,desconocido,2,1,life sciences,1,1036,4,True,65.4,1,2,sales executive,4,single,,10987.17,3,No,20,4.0,2,part time,0,,3,3.0,6,0,0,,1996,50710.0,desconocido,False
1036,36,Yes,non-travel,556.3,desconocido,18,4,marketing,1,1037,4,False,69.5,3,2,sales executive,3,married,4492.84,11681.39,0,Desconocido,18,3.0,3,part time,1,5.0,0,2.0,4,3,2,4492.84,1988,53914.11,desconocido,False
1037,39,No,non-travel,290.0,desconocido,7,3,desconocido,1,1038,4,True,36.3,4,1,research scientist,3,divorced,2342.59,6090.75,1,No,11,3.0,4,part time,3,4.0,2,3.0,4,0,3,2342.59,1985,28111.13,desconocido,True
1038,32,Yes,non-travel,556.3,desconocido,22,4,desconocido,1,1039,4,True,69.5,3,2,manufacturing director,3,married,,11681.39,1,Desconocido,15,3.0,4,part time,2,10.0,3,2.0,10,6,7,,1992,53914.11,desconocido,True
1039,52,No,non-travel,1093.2,desconocido,2,3,desconocido,1,1040,2,True,136.7,3,3,sales executive,2,desconocido,8830.0,22958.0,2,Desconocido,11,3.0,2,full time,0,14.0,5,3.0,4,3,2,8830.0,1972,,desconocido,False
1040,42,No,non-travel,564.1,desconocido,22,3,desconocido,1,1041,4,False,70.5,3,2,research scientist,4,desconocido,4555.83,11845.17,3,Desconocido,14,3.0,1,full time,2,12.0,4,2.0,6,3,3,4555.83,1982,54670.0,desconocido,True
1041,33,No,non-travel,556.3,desconocido,2,1,marketing,1,1042,3,True,69.5,3,2,sales executive,2,married,,11681.39,0,Yes,13,3.0,1,part time,3,4.0,3,2.0,3,1,2,,1991,53914.11,desconocido,False
1042,26,No,travel_rarely,556.3,desconocido,18,1,life sciences,1,1043,1,True,69.5,4,2,sales executive,3,married,4492.84,11681.39,2,No,11,3.0,2,full time,0,6.0,3,2.0,3,1,2,4492.84,1998,,desconocido,False
1043,28,No,non-travel,595.2,desconocido,10,3,marketing,1,1044,4,False,74.4,2,2,sales executive,4,married,4807.5,12499.5,1,Yes,11,3.0,4,full time,0,,3,3.0,6,4,4,4807.5,1996,57690.0,desconocido,False
1044,28,Yes,travel_rarely,247.0,desconocido,22,4,life sciences,1,1045,4,False,30.9,3,1,research scientist,3,single,1995.0,5187.0,1,Yes,13,,4,part time,0,8.0,2,3.0,8,7,7,1995.0,1996,23940.0,desconocido,False
1045,38,No,non-travel,374.4,desconocido,11,3,medical,1,1046,1,False,46.8,3,1,laboratory technician,3,single,,7862.83,4,No,18,3.0,1,full time,0,8.0,6,3.0,3,0,2,,1986,36290.0,desconocido,True
1046,36,No,travel_frequently,965.9,desconocido,18,2,life sciences,1,1047,3,True,120.7,3,3,manufacturing director,4,desconocido,,20284.33,2,No,11,3.0,3,part time,0,10.0,2,3.0,2,2,2,,1988,93620.0,desconocido,False
1047,26,No,non-travel,333.2,desconocido,1,3,desconocido,1,1048,1,True,41.6,3,1,laboratory technician,4,desconocido,2690.83,6996.17,4,No,11,3.0,2,full time,1,7.0,2,2.0,3,0,2,2690.83,1998,32290.0,desconocido,True
1048,31,No,non-travel,556.3,desconocido,7,4,marketing,1,1049,4,False,69.5,3,2,sales executive,1,divorced,,11681.39,7,No,14,3.0,2,part time,2,,3,3.0,3,0,2,,1993,53914.11,desconocido,False
1049,32,No,non-travel,1694.3,research & development,8,5,life sciences,1,1050,1,False,211.8,3,4,research director,2,desconocido,13685.0,35581.0,3,No,11,3.0,3,full time,0,,3,4.0,3,1,0,13685.0,1992,164220.0,research director  -  research & development,True
1050,37,No,non-travel,582.6,desconocido,16,4,marketing,1,1051,3,False,72.8,2,2,sales executive,1,desconocido,4705.83,12235.17,4,No,13,3.0,1,full time,2,11.0,3,2.0,3,0,2,4705.83,1987,,desconocido,False
1051,26,Yes,travel_rarely,454.0,desconocido,9,2,desconocido,1,1052,1,True,56.7,2,1,sales representative,1,desconocido,,9533.33,3,No,12,3.0,1,full time,0,6.0,2,3.0,3,2,2,,1998,44000.0,desconocido,True
1052,57,No,non-travel,213.2,desconocido,1,2,life sciences,1,1053,1,False,26.6,3,1,research scientist,1,desconocido,1721.67,4476.33,2,Desconocido,22,4.0,4,part time,1,5.0,3,4.0,3,1,0,1721.67,1967,20660.0,desconocido,True
1053,42,No,non-travel,290.0,desconocido,5,5,medical,1,1054,2,True,36.3,4,1,research scientist,3,desconocido,2342.59,6090.75,2,Desconocido,12,3.0,1,part time,0,7.0,5,,4,0,3,2342.59,1982,28111.13,desconocido,False
1054,32,No,travel_rarely,290.0,desconocido,8,2,desconocido,1,1055,4,False,36.3,4,1,human resources,2,desconocido,,6090.75,9,No,18,,4,part time,0,8.0,3,3.0,3,0,2,,1992,28111.13,desconocido,True
1055,32,Yes,travel_frequently,290.0,research & development,2,3,life sciences,1,1056,2,True,36.3,3,1,laboratory technician,4,desconocido,,6090.75,6,Desconocido,13,3.0,3,part time,1,7.0,2,1.0,2,2,2,,1992,28111.13,laboratory technician  -  research & development,True
1056,49,No,non-travel,566.0,sales,7,3,marketing,1,1057,3,True,70.8,3,2,sales executive,1,divorced,4571.67,11886.33,4,No,11,3.0,1,full time,3,,3,3.0,2,2,2,4571.67,1975,,sales executive  -  sales,True
1057,35,Yes,non-travel,290.0,desconocido,9,4,desconocido,1,1058,1,False,36.3,3,1,human resources,3,married,2342.59,6090.75,1,No,15,3.0,4,full time,0,2.0,0,3.0,2,2,2,2342.59,1989,,desconocido,False
1058,45,No,non-travel,326.2,desconocido,5,3,life sciences,1,1059,3,True,40.8,2,1,laboratory technician,3,single,2635.0,6851.0,3,Desconocido,14,3.0,4,full time,0,7.0,5,3.0,5,0,3,2635.0,1979,,desconocido,True
1059,50,No,travel_rarely,686.2,research & development,5,4,desconocido,1,1060,1,True,85.8,3,2,healthcare representative,3,married,5542.5,14410.5,2,No,14,,2,full time,1,20.0,0,2.0,3,1,2,5542.5,1974,66510.0,healthcare representative  -  research & development,False
1060,45,No,non-travel,352.9,desconocido,20,3,life sciences,1,1061,4,True,44.1,3,1,research scientist,2,desconocido,2850.0,7410.0,1,Desconocido,13,3.0,3,full time,0,6.0,3,2.0,5,1,3,2850.0,1979,34200.0,desconocido,True
1061,29,Yes,non-travel,300.1,desconocido,1,3,desconocido,1,1062,1,True,37.5,3,1,sales representative,3,married,2424.17,6302.83,3,Desconocido,15,3.0,4,full time,1,5.0,3,4.0,3,1,2,2424.17,1995,29090.0,desconocido,False
1062,45,No,travel_frequently,1032.5,research & development,2,1,desconocido,1,1063,2,True,129.1,3,3,manufacturing director,3,single,8339.32,21682.23,5,Desconocido,18,,2,full time,0,16.0,2,2.0,2,2,2,8339.32,1979,,manufacturing director  -  research & development,True
1063,56,No,travel_rarely,556.3,desconocido,4,4,life sciences,1,1064,4,True,69.5,3,2,healthcare representative,3,married,4492.84,11681.39,0,Desconocido,16,3.0,2,part time,0,4.0,2,3.0,3,1,2,4492.84,1968,53914.11,desconocido,False
1064,29,No,travel_frequently,505.3,desconocido,7,3,life sciences,1,1065,3,True,63.2,3,2,sales executive,1,single,4081.67,10612.33,0,Desconocido,14,3.0,4,part time,0,5.0,5,3.0,4,1,3,4081.67,1995,48980.0,desconocido,True
1065,50,No,travel_rarely,556.3,desconocido,45,2,medical,1,1066,4,False,69.5,2,2,laboratory technician,1,marreid,,11681.39,4,Desconocido,25,4.0,1,part time,1,10.0,3,3.0,3,1,2,,1974,53914.11,desconocido,True
1066,30,No,travel_frequently,328.1,desconocido,2,1,life sciences,1,1067,4,False,41.0,3,1,laboratory technician,2,desconocido,2650.0,6890.0,0,No,13,3.0,3,full time,3,,3,3.0,3,0,2,2650.0,1994,31800.0,desconocido,False
1067,33,No,non-travel,1160.1,desconocido,10,3,desconocido,1,1068,3,True,145.0,3,3,manager,4,desconocido,,24362.0,2,Desconocido,25,,2,full time,0,10.0,5,4.0,5,0,0,,1991,112440.0,desconocido,True
1068,32,Yes,travel_frequently,290.0,desconocido,3,3,life sciences,1,1069,4,False,36.3,3,1,research scientist,3,desconocido,,6090.75,1,No,12,3.0,1,part time,0,7.0,2,,7,7,7,,1992,28111.13,desconocido,False
1069,41,No,non-travel,419.8,desconocido,43,2,life sciences,1,1070,4,True,52.5,3,2,healthcare representative,4,divorced,3390.83,8816.17,3,Desconocido,18,3.0,3,full time,0,8.0,2,3.0,2,2,2,3390.83,1983,,desconocido,False
1070,37,No,travel_rarely,290.0,desconocido,2,4,life sciences,1,1071,3,True,36.3,3,1,sales representative,4,desconocido,2342.59,6090.75,3,Yes,21,4.0,4,part time,0,7.0,3,2.0,3,1,2,2342.59,1987,28111.13,desconocido,False
1071,34,No,non-travel,659.5,desconocido,8,4,life sciences,1,1072,1,True,82.4,3,2,sales executive,1,desconocido,5326.67,13849.33,2,No,13,3.0,4,full time,1,,6,1.0,2,2,2,5326.67,1990,63920.0,desconocido,True
1072,31,No,non-travel,1032.5,sales,14,4,desconocido,1,1073,1,True,129.1,3,3,sales executive,2,marreid,8339.32,21682.23,3,Desconocido,12,3.0,2,full time,1,9.0,3,3.0,4,1,3,8339.32,1993,,sales executive  -  sales,True
1073,39,Yes,travel_rarely,500.9,desconocido,2,3,medical,1,1074,3,True,62.6,3,2,manufacturing director,2,married,4045.83,10519.17,4,Desconocido,11,3.0,1,full time,2,,2,3.0,5,1,4,4045.83,1985,,desconocido,True
1074,49,No,travel_rarely,290.0,research & development,15,4,desconocido,1,1075,3,False,36.3,3,1,research scientist,1,married,2342.59,6090.75,8,Desconocido,12,3.0,4,part time,1,,3,2.0,8,7,6,2342.59,1975,28111.13,research scientist  -  research & development,True
1075,35,No,non-travel,556.3,research & development,1,4,desconocido,1,1076,2,True,69.5,3,2,research scientist,4,desconocido,4492.84,11681.39,9,No,17,3.0,2,part time,1,,3,2.0,2,2,1,4492.84,1989,53914.11,research scientist  -  research & development,False
1076,39,No,travel_rarely,556.3,desconocido,16,3,life sciences,1,1077,2,False,69.5,3,2,sales executive,2,single,4492.84,11681.39,2,No,12,3.0,2,part time,0,8.0,5,4.0,3,1,2,4492.84,1985,53914.11,desconocido,False
1077,36,No,travel_rarely,556.3,desconocido,10,4,desconocido,1,1078,1,False,69.5,3,2,healthcare representative,3,single,4492.84,11681.39,3,Yes,16,3.0,3,part time,0,,4,3.0,5,0,4,4492.84,1988,53914.11,desconocido,True
1078,24,No,non-travel,290.0,desconocido,10,3,desconocido,1,1079,4,True,36.3,4,1,research scientist,3,married,2342.59,6090.75,2,No,16,3.0,4,full time,1,4.0,2,3.0,2,2,2,2342.59,2000,,desconocido,False
1079,37,No,non-travel,556.3,desconocido,6,4,desconocido,1,1080,1,True,69.5,4,2,laboratory technician,1,desconocido,,11681.39,3,Yes,13,3.0,4,part time,1,9.0,3,3.0,3,0,2,,1987,53914.11,desconocido,False
1080,35,No,travel_frequently,556.3,desconocido,36,4,desconocido,1,1081,3,True,69.5,2,2,healthcare representative,3,desconocido,,11681.39,1,No,14,3.0,2,part time,1,8.0,3,2.0,8,7,7,,1989,53914.11,desconocido,True
1081,23,No,non-travel,290.0,desconocido,26,2,other,1,1082,2,False,36.3,2,1,research scientist,3,married,2342.59,6090.75,1,Desconocido,14,,2,full time,0,4.0,2,2.0,4,1,3,2342.59,2001,,desconocido,False
1082,33,No,non-travel,341.7,desconocido,5,4,desconocido,1,1083,2,False,42.7,4,1,research scientist,4,married,2760.0,7176.0,3,No,17,3.0,4,full time,2,6.0,3,3.0,3,0,2,2760.0,1991,33120.0,desconocido,False
1083,32,No,travel_frequently,556.3,desconocido,2,4,desconocido,1,1084,4,True,69.5,3,2,sales executive,1,single,4492.84,11681.39,7,Desconocido,13,3.0,4,full time,0,,3,3.0,5,0,3,4492.84,1992,,desconocido,True
1084,37,No,travel_rarely,556.3,desconocido,12,4,life sciences,1,1085,3,False,69.5,3,2,manufacturing director,3,married,4492.84,11681.39,9,Yes,12,3.0,2,part time,2,7.0,2,3.0,3,1,1,4492.84,1987,53914.11,desconocido,True
1085,22,No,non-travel,321.6,desconocido,19,1,medical,1,1086,3,True,40.2,3,1,research scientist,4,single,,6753.5,1,No,18,3.0,3,full time,0,,2,,2,2,2,,2002,31170.0,desconocido,True
1086,48,No,non-travel,1974.0,desconocido,26,4,desconocido,1,1087,4,False,246.7,3,5,manager,3,married,15943.72,41453.67,3,No,11,3.0,3,full time,1,27.0,2,3.0,5,1,0,15943.72,1976,191324.62,desconocido,False
1087,40,No,non-travel,556.3,desconocido,4,3,medical,1,1088,1,False,69.5,3,2,manufacturing director,3,desconocido,4492.84,11681.39,0,No,13,3.0,4,part time,0,,2,1.0,9,3,8,4492.84,1984,53914.11,desconocido,True
1088,41,No,non-travel,1032.5,desconocido,16,3,desconocido,1,1089,3,False,129.1,3,3,manufacturing director,4,desconocido,8339.32,21682.23,6,Desconocido,15,,4,part time,0,18.0,2,2.0,4,3,3,8339.32,1983,100071.84,desconocido,False
1089,49,No,travel_frequently,1568.5,desconocido,4,5,desconocido,1,1090,3,True,196.1,2,4,manager,4,desconocido,,32937.67,2,No,25,4.0,2,full time,1,,3,3.0,2,2,2,,1975,152020.0,desconocido,False
1090,36,Yes,non-travel,556.3,desconocido,10,2,medical,1,1091,1,True,69.5,1,2,sales executive,4,desconocido,,11681.39,6,Yes,14,3.0,4,part time,2,,2,2.0,2,2,2,,1988,53914.11,desconocido,False
1091,28,No,travel_rarely,290.0,research & development,8,3,medical,1,1092,2,False,36.3,4,1,research scientist,3,desconocido,2342.59,6090.75,7,Desconocido,17,3.0,1,part time,0,5.0,0,3.0,3,0,2,2342.59,1996,28111.13,research scientist  -  research & development,True
1092,28,No,non-travel,266.2,desconocido,2,3,medical,1,1093,4,True,33.3,3,1,research scientist,4,single,2150.0,5590.0,2,No,13,3.0,3,part time,0,,0,2.0,4,1,2,2150.0,1996,25800.0,desconocido,True
1093,41,Yes,travel_rarely,223.5,desconocido,7,3,desconocido,1,1094,1,True,27.9,3,1,laboratory technician,1,desconocido,1805.0,4693.0,3,Yes,14,3.0,2,part time,0,10.0,3,1.0,4,0,3,1805.0,1983,21660.0,desconocido,False
1094,30,No,non-travel,556.3,desconocido,10,3,desconocido,1,1095,3,True,69.5,2,2,sales executive,3,single,4492.84,11681.39,9,No,11,3.0,3,part time,0,,2,3.0,5,1,4,4492.84,1994,53914.11,desconocido,False
1095,37,No,non-travel,1032.5,desconocido,5,4,life sciences,1,1096,2,False,129.1,3,3,healthcare representative,1,married,,21682.23,4,No,12,,3,part time,2,9.0,6,3.0,3,0,2,,1987,100071.84,desconocido,True
1096,50,No,travel_rarely,1582.8,desconocido,22,4,other,1,1097,1,False,197.8,3,4,research director,2,married,12783.92,33238.2,3,Desconocido,16,3.0,2,full time,2,27.0,2,3.0,4,1,2,12783.92,1974,153407.07,desconocido,True
1097,21,No,travel_rarely,290.0,desconocido,13,3,medical,1,1098,3,False,36.3,3,1,sales representative,3,single,2342.59,6090.75,1,Desconocido,19,3.0,1,part time,0,2.0,3,3.0,2,2,2,2342.59,2003,28111.13,desconocido,True
1098,37,No,non-travel,451.3,research & development,1,4,desconocido,1,1099,4,False,56.4,2,2,manufacturing director,3,desconocido,3645.0,9477.0,0,Desconocido,15,3.0,3,part time,0,4.0,6,3.0,3,1,2,3645.0,1987,43740.0,manufacturing director  -  research & development,False
1099,34,No,travel_rarely,568.0,desconocido,2,4,desconocido,1,1100,4,True,71.0,3,2,sales executive,4,desconocido,4587.5,11927.5,1,Desconocido,14,3.0,3,full time,2,6.0,5,3.0,6,0,4,4587.5,1990,55050.0,desconocido,True
1100,50,No,non-travel,266.9,desconocido,16,3,medical,1,1101,4,False,33.4,3,1,laboratory technician,1,divorced,2155.83,5605.17,4,Desconocido,16,3.0,2,full time,1,17.0,2,2.0,2,2,2,2155.83,1974,,desconocido,False
1101,48,No,travel_rarely,1647.9,desconocido,2,4,life sciences,1,1102,2,False,206.0,4,4,manager,2,desconocido,13310.0,34606.0,6,Desconocido,14,3.0,3,full time,3,29.0,2,3.0,3,1,2,13310.0,1976,159720.0,desconocido,True
1102,21,No,travel_rarely,290.0,desconocido,9,1,desconocido,1,1103,4,True,36.3,3,1,sales representative,1,desconocido,2342.59,6090.75,1,No,11,3.0,1,full time,0,,3,3.0,2,0,2,2342.59,2003,,desconocido,False
1103,37,No,travel_rarely,556.3,desconocido,26,4,desconocido,1,1104,1,True,69.5,3,2,healthcare representative,3,married,,11681.39,6,No,14,3.0,2,part time,2,10.0,2,2.0,3,0,2,,1987,53914.11,desconocido,False
1104,45,No,travel_rarely,290.0,human resources,1,3,desconocido,1,1105,3,False,36.3,3,1,human resources,4,desconocido,,6090.75,4,Yes,18,3.0,1,part time,3,8.0,2,3.0,2,2,2,,1979,28111.13,human resources  -  human resources,False
1105,56,No,non-travel,290.0,desconocido,12,3,technical degree,1,1106,1,True,36.3,2,1,research scientist,2,divorced,2342.59,6090.75,5,No,12,,4,part time,1,8.0,1,3.0,4,1,2,2342.59,1968,28111.13,desconocido,True
